trans_date_trans_time,cc_num,merchant,category,amt,gender,city,state,zip,lat,long,city_pop,job,trans_num,unix_time,merch_lat,merch_long,is_fraud,trans_hour,trans_day_of_week,trans_month,age_at_transaction,distance_km,cc_num_masked,rejection_reason,run_id
2020-07-05 10:55:58,4906628655840914250,fraud_VonRueden Group,grocery_net,25.34,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,cd7a633a9fb7ac8236f612c71b76b651,1373021758,24.84089,-82.046992,0,10,6,7,33,70.2,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-05 11:22:08,4225990116481262579,"fraud_Turner, Ruecker and Parisian",misc_pos,3.01,M,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,a2574833a8dbdfa705c3470f7301f761,1373023328,20.615413,-154.70331000000002,0,11,6,7,53,101.0,5849933e8f20d5783aa66769a64273d059aed22c6364537c22110f2660d584df,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-05 13:10:26,4225990116481262579,fraud_Padberg-Sauer,home,77.01,M,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,6a358fa074bb75731458df448da1eb55,1373029826,19.971257,-154.958465,0,13,6,7,53,56.69,5849933e8f20d5783aa66769a64273d059aed22c6364537c22110f2660d584df,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-05 13:45:16,4906628655840914250,"fraud_Reichert, Rowe and Mraz",shopping_net,2.58,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,2291ee5401abe6ee6ba5fa4e93010149,1373031916,25.205562,-82.073875,0,13,6,7,33,92.73,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-05 14:23:38,4906628655840914250,fraud_Schoen-Quigley,kids_pets,136.85,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,b4338e199ecf1d89620ace52a35189bf,1373034218,25.135155,-81.54163199999999,0,14,6,7,33,55.68,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-05 14:30:03,4906628655840914250,fraud_Mosciski Group,travel,5.96,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,e1cc2f9d34bca6a7aee9f32aba54e942,1373034603,25.277897,-80.382527,0,14,6,7,33,122.25,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-05 17:34:01,4906628655840914250,fraud_Cummerata-Hilpert,entertainment,7.93,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,685f75e1da8e324dcc26a867ae49a730,1373045641,25.452033,-82.32844300000001,0,17,6,7,33,130.08,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-05 17:44:39,4906628655840914250,fraud_Dickinson Ltd,personal_care,5.14,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,b0ba813ab6acf9ab21c917e790153029,1373046279,25.40152,-81.100101,0,17,6,7,33,87.67,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-05 18:09:50,4906628655840914250,"fraud_Pouros, Walker and Spencer",kids_pets,64.86,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,3178a43eb8b86cd877ded8d716471fbd,1373047790,25.38211,-81.434492,0,18,6,7,33,80.94,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-05 18:59:30,4742883543039288059,fraud_Schmeler-Howe,personal_care,72.31,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",be9979862e3e740a737e300eac8b18c9,1373050770,20.424265,-155.629874,0,18,6,7,29,51.84,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-05 20:20:01,4906628655840914250,fraud_Wilkinson PLC,kids_pets,20.82,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,0dfebb0caf0c8b0927496ea039313c9e,1373055601,23.912731,-82.32996800000001,0,20,6,7,33,126.68,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-05 23:55:01,4906628655840914250,fraud_Connelly PLC,food_dining,101.7,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,7dd102ab5eb0e7c43bbb545520bf05ac,1373068501,24.602372,-80.393236,0,23,6,7,33,100.16,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-06 00:41:28,4906628655840914250,fraud_Luettgen PLC,gas_transport,47.96,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,4de4648ec0e2fdbd867c0452222027e4,1373071288,25.005106,-81.469239,0,0,0,7,33,39.83,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-06 03:35:41,4906628655840914250,"fraud_Reilly, Heaney and Cole",gas_transport,79.36,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,a7bada423c1da04159ceb2a9f97ec281,1373081741,23.918823,-81.981398,0,3,0,7,33,101.98,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-06 10:16:24,4906628655840914250,"fraud_Stroman, Hudson and Erdman",gas_transport,66.74,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,79bf7cd8215e89c0f8c9e8100f7910fc,1373105784,24.210079,-81.93105200000001,0,10,0,7,33,74.43,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-06 11:27:53,4906628655840914250,fraud_Bednar Group,misc_net,1.85,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,9d3e6dc5a783dd65a181fefdc8d04b96,1373110073,25.104555,-80.599375,0,11,0,7,33,93.43,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-06 12:44:38,4225990116481262579,fraud_Monahan-Morar,personal_care,152.39,M,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,a58cdab1a7c9861cb42297979ef485f2,1373114678,20.118455,-155.598224,0,12,0,7,53,12.18,5849933e8f20d5783aa66769a64273d059aed22c6364537c22110f2660d584df,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-06 13:18:22,4742883543039288059,fraud_Jewess LLC,shopping_pos,238.74,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",74434ee7ad45db61be3805b2cc6883ce,1373116702,20.91428,-154.889835,0,13,0,7,29,110.59,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-06 17:09:04,4906628655840914250,"fraud_Hagenes, Hermann and Stroman",travel,8.1,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,13eac5072a039df9a0c20ae8f7c65aaf,1373130544,24.521119,-81.326521,0,17,0,7,33,16.0,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-06 19:02:15,4906628655840914250,"fraud_Moore, Williamson and Emmerich",home,103.34,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,7a5be7af55e2a750bd4613ee5952d729,1373137335,25.22173,-80.495968,0,19,0,7,33,109.31,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-06 20:26:48,4906628655840914250,fraud_Cruickshank-Mills,entertainment,9.29,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,91c175f38d9f9bd000e7ffffe39182c8,1373142408,24.045588,-81.927844,0,20,0,7,33,87.5,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-06 21:00:47,4906628655840914250,fraud_Schuppe LLC,entertainment,10.68,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,23c768dc4890a9b38611a8abf24ac71b,1373144447,24.528909,-81.173948,0,21,0,7,33,25.36,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 03:20:00,4742883543039288059,fraud_Friesen-D'Amore,gas_transport,80.48,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",dcfa9d3b3ccd176fe6073582cc78d78f,1373167200,19.680586,-154.779697,0,3,1,7,29,72.75,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 04:55:08,4742883543039288059,fraud_Hackett-Lueilwitz,grocery_pos,96.62,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",43b450adf829a18acb524418c4bac0fb,1373172908,20.402701,-155.60491399999998,0,4,1,7,29,48.44,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 09:03:45,4225990116481262579,"fraud_Willms, Kris and Bergnaum",shopping_pos,7.96,M,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,9e62b6c913bdd4ea98737ea019ed074f,1373187825,20.054217,-155.89933,0,9,1,7,53,43.08,5849933e8f20d5783aa66769a64273d059aed22c6364537c22110f2660d584df,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 10:03:13,4742883543039288059,"fraud_Raynor, Feest and Miller",gas_transport,50.03,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",d194f588420ef281529f720fcafe78c0,1373191393,20.427578,-156.152043,0,10,1,7,29,92.98,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 10:59:59,4225990116481262579,fraud_Koss and Sons,gas_transport,89.05,M,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,348e856be08862bea1f0c414e5975fba,1373194799,20.498634,-155.617555,0,10,1,7,53,48.18,5849933e8f20d5783aa66769a64273d059aed22c6364537c22110f2660d584df,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 13:20:25,4906628655840914250,fraud_Schulist Ltd,food_dining,9.04,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,9247dce6a2fd4ddb26498d565327cc62,1373203225,24.23342,-81.04815699999999,0,13,1,7,33,57.88,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 13:52:47,4225990116481262579,fraud_Dickinson Ltd,personal_care,60.63,M,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,eb842ca98f27f2276871d9cfada73e4d,1373205167,20.164231,-155.472574,0,13,1,7,53,9.21,5849933e8f20d5783aa66769a64273d059aed22c6364537c22110f2660d584df,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 14:18:39,4742883543039288059,fraud_Zboncak Ltd,food_dining,10.72,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",bee7c7ae63b4be5ea1811bb795a6e3cd,1373206719,19.432048,-155.36375,0,14,1,7,29,66.17,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 15:05:33,4225990116481262579,"fraud_Hintz, Bauch and Smith",health_fitness,7.79,M,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,078f49c70c5234c0a3ed66601a372bf5,1373209533,19.75067,-155.776943,0,15,1,7,53,47.7,5849933e8f20d5783aa66769a64273d059aed22c6364537c22110f2660d584df,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 15:39:09,4906628655840914250,fraud_Effertz LLC,entertainment,5.76,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,b18eda6a1a5739089fe370002bd89364,1373211549,24.879662,-82.023041,0,15,1,7,33,69.31,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 16:08:08,4906628655840914250,fraud_Kuhic LLC,shopping_net,85.21,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,b5baced8cd6d505cf74d6f99de1b9a8b,1373213288,24.698138,-81.849079,0,16,1,7,33,47.39,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 16:17:34,4742883543039288059,"fraud_Hauck, Dietrich and Funk",kids_pets,2.46,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",6e5ee1272ca54f7fa1cf218132da3d91,1373213854,20.732265,-155.55237,0,16,1,7,29,80.69,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 16:20:33,4742883543039288059,fraud_Powlowski-Weimann,food_dining,1.34,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",6ca6b2037738cfc4a59de65e0b690bee,1373214033,19.633067,-155.68610800000002,0,16,1,7,29,54.91,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 16:31:09,4906628655840914250,fraud_Block-Hauck,travel,3.51,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,977dfff7e590cb478026b06d230d83e8,1373214669,23.84006,-81.43735799999999,0,16,1,7,33,90.87,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 17:42:58,4742883543039288059,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,7.97,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",196a5730349a8bdd098b21619e71b7e3,1373218978,20.853621,-154.504368,0,17,1,7,29,128.75,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 17:44:00,4742883543039288059,"fraud_Hermiston, Russel and Price",food_dining,1.12,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",0808b2a8be002f241831eee15f882032,1373219040,19.59016,-155.18659499999998,0,17,1,7,29,52.23,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 18:15:56,4906628655840914250,fraud_Fritsch and Sons,health_fitness,17.89,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,d095dd76a485e9f559218e63f8f99aa6,1373220956,23.965554,-80.714285,0,18,1,7,33,102.34,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 18:17:14,4906628655840914250,fraud_Fahey Inc,kids_pets,88.8,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,dff24242cabac1fa18efd083a29e9c2b,1373221034,24.486484,-81.341976,0,18,1,7,33,19.25,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 20:56:59,4906628655840914250,"fraud_Hyatt, Russel and Gleichner",health_fitness,58.19,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,d54848d5e39f1b3dc134f0558d9f4b09,1373230619,24.419914,-80.580035,0,20,1,7,33,85.29,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 21:26:08,4906628655840914250,"fraud_Larkin, Stracke and Greenfelder",entertainment,81.67,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,ff604c9c401f5b2d4acc5923c5ca13ba,1373232368,25.6302,-81.355731,0,21,1,7,33,108.39,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 21:51:26,4906628655840914250,"fraud_Ritchie, Bradtke and Stiedemann",travel,9.16,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,2a865f4328a6930d2d95bc20237992d1,1373233886,24.942851,-81.416177,0,21,1,7,33,32.11,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 22:03:44,4742883543039288059,fraud_Cruickshank-Mills,entertainment,79.06,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",554653879c744ad3c274fb00399a53c2,1373234624,19.04232,-154.45199,0,22,1,7,29,145.74,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 22:20:29,4742883543039288059,fraud_Monahan-Morar,personal_care,3.21,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",89505bdcb915666be83a526bc8931735,1373235629,20.991311,-155.589134,0,22,1,7,29,109.62,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-07 23:13:39,4906628655840914250,fraud_Schmidt-Larkin,home,169.96,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,08b4cedc99e3f1f202a662819af1afd5,1373238819,23.93836,-81.513685,0,23,1,7,33,80.87,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-08 01:59:54,4906628655840914250,fraud_Bailey-Morar,grocery_pos,78.61,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,f82c42929a0fabf74fb59000f8e0ba49,1373248794,23.993085,-82.358962,0,1,2,7,33,123.37,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-08 09:25:40,4906628655840914250,fraud_Smitham-Boehm,grocery_net,59.08,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,4f0ddc8cde24a691ebcf005d5dbc507d,1373275540,24.412982,-81.941758,0,9,2,7,33,62.69,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-08 10:01:51,4225990116481262579,"fraud_Welch, Rath and Koepp",entertainment,4.23,M,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,d8ef4ebc301f0472d8e8b970399de0e8,1373277711,20.316167,-155.781775,0,10,2,7,53,40.17,5849933e8f20d5783aa66769a64273d059aed22c6364537c22110f2660d584df,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-08 12:14:43,4906628655840914250,fraud_Dare-Gibson,health_fitness,44.72,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,9efd183780c3190b62f4c6e31511558e,1373285683,25.560213,-81.088077,0,12,2,7,33,104.85,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-08 14:11:46,4906628655840914250,fraud_Jakubowski Inc,home,35.98,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,7fc20e46f3c77dc5a57bc210dd05fc88,1373292706,25.516239,-81.801532,0,14,2,7,33,104.58,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-08 17:16:12,4742883543039288059,fraud_Homenick LLC,personal_care,57.02,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",847951341e48f4c862dec3a45fe40ca4,1373303772,19.601955,-154.570297,0,17,2,7,29,96.06,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-08 20:24:17,4742883543039288059,fraud_Schiller Ltd,personal_care,5.39,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",7e04c4c496997747fc0e5b265b66dec0,1373315057,20.011154,-155.77633500000002,0,20,2,7,29,42.52,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-08 22:21:03,4906628655840914250,fraud_Spencer PLC,entertainment,52.04,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,0843875a731c1d37b32208274af095b0,1373322063,24.356567,-82.261824,0,22,2,7,33,94.99,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-09 01:09:27,4225990116481262579,fraud_Huels-Nolan,gas_transport,51.89,M,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,b332f227c2af69b0c97602c513190858,1373332167,19.362105,-154.797921,0,1,3,7,53,107.88,5849933e8f20d5783aa66769a64273d059aed22c6364537c22110f2660d584df,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-09 09:47:29,4906628655840914250,"fraud_Kutch, Hermiston and Farrell",gas_transport,55.37,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,2fb47599dcbb63fd802af4452edd4147,1373363249,25.56389,-82.08340600000001,0,9,3,7,33,123.21,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-09 13:53:55,4742883543039288059,fraud_O'Hara-Wilderman,food_dining,1.04,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",aa56ffb795938421f1b7bd5f23a89cff,1373378035,20.289765,-154.48352,0,13,3,7,29,97.0,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-09 17:25:19,4742883543039288059,"fraud_Daugherty, Pouros and Beahan",shopping_pos,4.54,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",9e5c22cd0d2e3c1e55eda1eaf5040bb7,1373390719,20.409395,-154.600331,0,17,3,7,29,90.84,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-09 17:41:40,4906628655840914250,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,136.49,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,f08da99979ff68326bae359edb6878c8,1373391700,25.152052,-81.771211,0,17,3,7,33,67.7,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-09 19:10:47,4906628655840914250,fraud_Roob-Okuneva,health_fitness,19.95,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,ef6d095706b8934529fed316d0815e52,1373397047,24.631295,-82.166111,0,19,3,7,33,79.25,693e778e2364b987156d8d13d0772ff79354ac255b771dd207b1f2e9f05455c8,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-09 20:28:14,4742883543039288059,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,402.59,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",4932f51fe61a4cec6de53198b217b81d,1373401694,19.22235,-155.55463500000002,0,20,3,7,29,91.56,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
2020-07-10 04:49:35,4742883543039288059,fraud_Heidenreich PLC,grocery_pos,72.73,F,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",29b5c4531a37aaaa1299822e1b123227,1373431775,19.679061,-154.780659,0,4,4,7,29,72.75,a2b6d36b7b2751e0e58cfde3cd0d1f201c0eb337b58543a78fe9937a2d7ebf51,invalid_coordinates; invalid_merch_coordinates,5cbfb83a-975d-4b3e-bffe-22d56b63f2ea
